"","Name","Total"
"5936","Coral",400
"13653","Karmen",400
"25031","Violette",399
"17275","Malka",398
"21424","Rita",398
"9321","Geneva",397
"19316","Nellie",397
"23292","Soraya",397
"25071","Vivianna",397
"1197","Aleigha",396
"21712","Roslyn",396
"4758","Bryn",394
"4769","Brynley",394
"5387","Celina",394
"6774","Deanna",394
"7842","Elia",394
"13884","Kaycee",394
"15652","Larissa",394
"3000","Ashtyn",393
"15140","Kourtney",393
"16214","Lillyanna",393
"18913","Nahla",393
"21041","Rebeca",393
"21935","Rylynn",392
"24660","Tyler",392
"10806","Ivana",391
"26442","Zoya",391
"2062","Anayah",390
"16430","Lorena",390
"188","Abbie",388
"16314","Litzy",387
"17567","Marlie",387
"2998","Ashton",386
"6423","Dania",386
"10869","Izabelle",386
"23562","Susanna",386
"15872","Leena",384
"16123","Lianna",384
"1417","Aliyana",383
"18034","Meera",383
"2752","Arlette",382
"5665","Christiana",382
"11267","Jakayla",382
"18331","Mika",382
"9394","Giada",381
"16556","Luella",381
"13317","Kaley",380
"24239","Tia",380
"2275","Annabeth",379
"5214","Carsyn",379
"834","Aida",378
"3126","Aubriana",378
"6886","Delia",378
"7016","Denver",377
"8695","Evelina",377
"25538","Yara",376
"2356","Annette",375
"7736","Eisley",375
"23890","Taraji",375
"3892","Belinda",374
"4130","Blessing",374
"7808","Eleanora",374
"7105","Destinee",373
"15404","Kyrie",373
"2750","Arleth",372
"9826","Haleigh",372
"15915","Leilah",372
"21737","Rowyn",371
"2303","Annaliese",370
"20321","Persephone",370
"134","Aarya",369
"9477","Gisselle",369
"13935","Kaylen",369
"4599","Brisa",368
"9059","Flora",368
"14096","Kehlani",368
"4017","Betty",367
"17512","Maritza",367
"17922","Mayra",367
"22284","Saniya",367
"3157","Audra",366
"14838","Kinleigh",366
"17386","Marcella",365
"2291","Annaleigh",364
"11009","Jacquelyn",364
"14837","Kinlee",364
"15924","Leilany",364
"18569","Miyah",364
"19799","Oaklee",364
"21743","Roxanne",364
"23163","Skylynn",364
"24247","Tianna",364
"2945","Asha",363
"5328","Caydence",363
"23203","Sofie",363
"25664","Yesenia",363
"5210","Carson",362
"5848","Colbie",362
"11557","Janice",362
"15255","Kya",362
"25806","Yuliana",362
"21784","Rubi",360
"1258","Alex",358
"9030","Finnley",357
"13322","Kalia",357
"24890","Vayda",357
"12016","Jazmyn",356
"13617","Karissa",356
"26169","Zayla",356
"9982","Harriet",355
"13034","Kacey",355
"21370","Rihanna",355
"12802","Journi",354
"13966","Kaylyn",354
"14541","Khadija",354
"17186","Malak",354
"21058","Reece",354
"6503","Darcy",353
"16230","Lilyann",353
"5815","Clover",352
"10588","Indie",352
"13641","Karly",352
"1623","Amaia",351
"4582","Brinlee",351
"10449","Ida",351
"14113","Keila",351
"4958","Calista",350
"25619","Yazmin",350
"13405","Kamari",349
"22905","Shirley",349
"23139","Skylah",349
"4621","Britney",348
"20164","Pamela",348
"2347","Anneliese",347
"17044","Maite",347
"19775","Nyomi",347
"22130","Salem",346
"20564","Queen",345
"20632","Rachael",345
"25139","Waverly",345
"10681","Isabell",344
"2545","Araya",343
"10098","Haylie",343
"14847","Kinsey",343
"13789","Katarina",342
"22796","Shay",342
"2030","Ananya",340
"8242","Emi",340
"1326","Ali",339
"4351","Brayleigh",339
"10956","Jacey",339
"23049","Silvia",338
"8260","Emiliana",337
"14294","Kendyl",337
"18515","Mireya",337
"4929","Caleigh",336
"11992","Jazelle",336
"17468","Mariella",336
"25554","Yaretzy",336
"7901","Elinor",335
"9613","Grecia",335
"13932","Kayleen",335
"14535","Keziah",335
"18398","Milagros",335
"18880","Nadine",335
"20524","Priya",335
"24364","Toni",335
"13630","Karli",334
"14261","Kendal",334
"3944","Bentley",333
"7933","Elissa",333
"11332","Jaleah",333
"15625","Laniyah",333
"15763","Layan",333
"15368","Kynslee",332
"16278","Linnea",332
"20332","Petra",332
"2087","Andie",331
"3159","Audree",331
"6518","Dariana",331
"9630","Gretchen",331
"24973","Vida",331
"16543","Lucinda",330
"10658","Irie",329
"23820","Tamara",329
"3529","Ayesha",328
"8890","Farah",328
"11558","Janie",327
"24147","Tesla",327
"25926","Zahara",327
"9608","Grayson",326
"8670","Evangelina",325
"8164","Emalyn",324
"12029","Jazzlyn",323
"5584","Cheyanne",322
"20799","Raleigh",322
"11917","Jaylyn",321
"13473","Kamiya",321
"16248","Lincoln",321
"19723","Nya",321
"2582","Areli",320
"4149","Blythe",320
"17490","Marin",320
"25588","Yasmine",320
"1078","Alanah",319
"9146","Freyja",319
"22","Aadya",318
"2245","Anita",318
"4027","Beverly",318
"8586","Estefania",318
"14317","Kenleigh",318
"2950","Ashanti",317
"7282","Dina",317
"7300","Dior",317
"8068","Elly",317
"22215","Samiya",317
"9674","Guinevere",316
"11547","Janet",316
"18932","Nailah",316
"2745","Arlene",315
"3488","Ayah",315
"6865","Delanie",315
"14398","Kenzi",315
"15348","Kyndal",315
"22258","Sanai",315
"6353","Damaris",314
"6697","Dayanna",314
"17453","Maribel",314
"20974","Rayleigh",314
"26417","Zola",314
"16530","Lucie",313
"19724","Nyah",313
"8196","Emberly",312
"11486","Jamiyah",312
"22323","Sapphire",312
"13287","Kalea",311
"13629","Karley",311
"14118","Keilani",311
"9742","Haddie",310
"18122","Melinda",310
"20518","Prisha",310
"20588","Quincy",310
"6542","Darla",309
"10565","Imogen",309
"19209","Nayla",309
"26247","Zella",309
"10275","Hillary",308
"21732","Rowen",308
"22950","Shreya",308
"23798","Tallulah",308
"1941","Anabel",307
"2654","Ariela",307
"9847","Halo",307
"10692","Isadora",307
"11890","Jaylen",307
"17496","Marion",307
"21655","Rosalind",307
"23857","Tania",307
"1999","Analise",306
"5106","Capri",306
"9954","Harlie",306
"10990","Jaclyn",306
"18936","Naima",306
"8154","Ema",305
"10093","Hayleigh",305
"25265","Winifred",305
"3276","Avalon",304
"12893","Judy",304
"13037","Kaci",304
"15980","Lenora",304
"16143","Lidia",304
"5148","Carli",303
"17864","Mayah",303
"186","Abbey",302
"4963","Calla",302
"6544","Darlene",302
"15517","Laken",302
"16041","Leticia",302
"19052","Nariah",302
"19664","Nori",302
"22369","Sarina",302
"26425","Zora",302
"5174","Carmella",301
"13167","Kaila",301
"1244","Alessa",300
"2610","Ariadna",300
"25755","Yoselin",300
"25900","Zadie",300
"3984","Bernadette",299
"5576","Chevelle",298
"15905","Leigha",298
"15360","Kynleigh",297
"17797","Maura",297
"19610","Noelia",297
"23268","Sonya",297
"7820","Eleni",296
"10909","Izzabella",296
"11071","Jael",296
"16345","Lizeth",296
"122","Aarna",295
"7768","Elana",295
"8632","Eunice",295
"13465","Kamilla",295
"22811","Shaylee",295
"5026","Camden",294
"5914","Constance",294
"15535","Lakyn",294
"15936","Lela",294
"394","Adalie",293
"861","Aila",293
"2243","Aniston",293
"8578","Essence",292
"9470","Gisele",292
"5135","Carissa",290
"7366","Dominique",290
"4889","Cailyn",289
"9717","Gwenyth",289
"25072","Vivianne",288
"14314","Kenlee",286
"16046","Letty",286
"10855","Iyanna",285
"13822","Kathy",285
"20301","Pepper",285
"20649","Rae",285
"396","Adalina",284
"1791","Amethyst",284
"1818","Amilia",284
"3596","Ayvah",284
"5471","Charlene",284
"8220","Emeri",284
"8588","Estefany",284
"9798","Hailie",284
"2632","Arianny",283
"8332","Emme",283
"21213","Reya",283
"8342","Emmerson",282
"21175","Renesmee",282
"23108","Siya",282
"17265","Malina",281
"19441","Nicolette",281
"23550","Suri",281
"14851","Kinsleigh",280
"20280","Peighton",280
"21654","Rosalina",280
"1030","Akshara",279
"1135","Alba",279
"2518","Aracely",279
"3318","Aveline",279
"10220","Hensley",279
"14747","Kiersten",279
"9963","Harlyn",278
"16615","Lyanna",278
"23640","Symphony",278
"24301","Tina",278
"25509","Yaneli",278
"26193","Zaynab",278
"3034","Aspyn",277
"12287","Jersey",277
"16213","Lillyann",277
"17465","Mariela",277
"17627","Martina",277
"2271","Annabell",276
"2539","Arantza",276
"7395","Donna",276
"17383","Marceline",276
"928","Aislynn",275
"3703","Azul",275
"11700","Jaslyn",275
"17416","Margaux",275
"3289","Avani",274
"4530","Bridgette",274
"11216","Jailyn",274
"13842","Katy",274
"16436","Lori",274
"10004","Hartley",273
"13480","Kamora",273
"15441","Lacy",273
"17469","Marielle",272
"26321","Zia",272
"577","Adina",271
"2253","Anjali",271
"5014","Cambree",271
"5940","Coralie",271
"7004","Denisse",271
"13241","Kaisley",271
"21651","Rosalia",271
"9972","Harmonie",270
"14903","Kirsten",270
"22981","Shyla",270
"23707","Tahlia",270
"26147","Zaya",270
"3239","Austin",269
"5725","Cielo",269
"6309","Dalila",269
"8724","Everley",268
"9361","Geraldine",268
"19186","Navy",268
"19593","Noah",268
"11616","Jaqueline",267
"12803","Journie",267
"21851","Ruthie",267
"26368","Ziva",267
"319","Abriella",266
"5516","Chasity",266
"5755","Claira",266
"8388","Emry",266
"18094","Melani",266
"23408","Stephany",266
"5201","Carrie",265
"16453","Lorraine",265
"18250","Miabella",265
"1666","Amariah",264
"8328","Emmarie",264
"2467","Anyla",263
"24041","Teegan",263
"25818","Yuna",263
"2368","Annistyn",262
"5021","Cambrie",262
"9350","Georgina",262
"17862","May",261
"18639","Montana",261
"25972","Zaina",261
"5794","Cleo",260
"7637","Edie",260
"194","Abbygail",259
"1928","Amyra",259
"10160","Heidy",259
"15440","Lacie",259
"17414","Margarita",259
"21254","Rhiannon",259
"25859","Yvette",259
"9480","Gitty",258
"19685","Novah",258
"23778","Taliah",258
"25488","Yamilet",258
"25549","Yarely",258
"49","Aaleyah",257
"1528","Althea",257
"10717","Isha",257
"10822","Ivey",257
"13660","Karoline",257
"13941","Kayley",257
"19802","Oakleigh",257
"22991","Sia",257
"2514","Arabelle",256
"6018","Cosette",256
"12932","Julietta",256
"16109","Liah",256
"20673","Raeleigh",256
"12883","Jude",255
"13249","Kaitlin",255
"22733","Shania",255
"384","Adaleigh",254
"14428","Keren",254
"16938","Magdalene",254
"17045","Maiya",254
"2859","Artemis",253
"3440","Avril",253
"5030","Camdyn",253
"1632","Amal",252
"14864","Kinzlee",252
"17139","Makiyah",252
"24771","Unique",252
"5316","Cattleya",251
"13039","Kacie",251
"22573","Serafina",251
"1581","Alyse",250
"13340","Kalina",250
"14402","Kenzlee",250
"21381","Rileigh",250
"21662","Rosalynn",250
"23227","Soleil",250
"23444","Stormy",250
"23680","Taelyn",250
"12472","Jiselle",249
"21284","Rhylee",249
"21378","Rilee",249
"22253","Sana",249
"23755","Tala",249
"15106","Korra",248
"18605","Moira",248
"21696","Rosemarie",248
"21876","Ryder",248
"22264","Sanaya",248
"25228","Wilhelmina",248
"5185","Carol",247
"12556","Joey",247
"16521","Lucero",247
"17952","Mazie",247
"3019","Asiya",246
"1554","Alyanna",245
"15783","Laylani",245
"20482","Presleigh",245
"22204","Samia",245
"22318","Saphira",245
"5088","Candice",244
"12780","Josslyn",244
"14575","Khalia",244
"15840","Leanne",244
"18116","Melia",244
"22149","Salome",244
"2875","Arwen",243
"3302","Avarie",243
"3856","Beatriz",243
"5589","Chiara",243
"14062","Keegan",243
"14542","Khadijah",243
"14827","Kingsley",243
"7923","Elisha",242
"10376","Hudson",242
"12612","Jolee",242
"25978","Zaira",242
"1744","Ameera",241
"16918","Maelynn",241
"22979","Shyanne",241
"25860","Yvonne",241
"1918","Amyah",240
"11816","Jaya",240
"13659","Karolina",240
"14940","Klara",240
"16339","Liza",240
"22192","Samaya",240
"10864","Izabel",239
"19993","Oona",239
"23146","Skylee",239
"1085","Alanis",238
"3117","Aubreigh",238
"10590","Indigo",238
"22406","Savanah",238
"3728","Baila",237
"4106","Blanca",237
"8366","Emoni",237
"8529","Eryn",237
"17272","Maliya",237
"22835","Sheila",237
"23561","Susana",237
"26353","Zinnia",237
"2326","Annamarie",236
"12428","Jianna",236
"16496","Loyalty",236
"20470","Precious",236
"26099","Zarah",236
"688","Adyson",235
"18213","Merritt",235
"22056","Sahana",235
"1722","Amberly",234
"2884","Aryah",234
"8858","Faigy",234
"15256","Kyah",234
"21695","Roselynn",234
"21740","Roxana",234
"26086","Zaniya",234
"587","Aditi",233
"1962","Anaiah",233
"5965","Cori",233
"8198","Emberlynn",233
"10576","Inara",233
"14405","Kenzley",233
"14745","Kierra",233
"5922","Cooper",232
"10316","Hollis",232
"314","Abrianna",231
"4013","Betsy",231
"8035","Elliette",231
"19576","Niya",231
"2984","Ashly",230
"6498","Darby",230
"17381","Marcela",230
"22295","Santana",230
"22823","Shayna",230
"23975","Tayla",230
"25441","Yael",229
"25839","Yusra",229
"26457","Zuleyka",229
"5171","Carmela",228
"12799","Journei",228
"17434","Mariajose",228
"19254","Nechama",228
"333","Abygail",227
"6833","Deja",227
"16386","Lois",227
"17060","Majesty",227
"22640","Shae",227
"1310","Aleyna",226
"4565","Brigitte",226
"7086","Desirae",226
"7468","Dream",226
"10857","Iyla",226
"13004","Justyce",226
"13438","Kamdyn",226
"15794","Layna",226
"18622","Mona",226
"19188","Navya",226
"5663","Christian",225
"9439","Gillian",225
"10337","Honor",225
"13825","Katia",225
"15476","Laikyn",225
"18424","Mileena",225
"19318","Nelly",225
"20155","Paizley",225
"21411","Ripley",225
"3970","Berkeley",224
"8100","Elouise",224
"11466","Jamila",224
"11494","Jamya",224
"12864","Juana",224
"19412","Nichole",224
"19476","Nikki",224
"2306","Annalisa",223
"8925","Fatimah",223
"9347","Georgiana",223
"10800","Iva",223
"11226","Jaina",223
"17464","Mariel",223
"17657","Maryann",223
"20014","Oriana",223
"21065","Reem",223
"25030","Violetta",223
"2716","Ariyanna",222
"3404","Aviva",222
"5550","Chelsey",222
"6514","Daria",222
"8596","Ester",222
"9335","Gentry",222
"10633","Ira",222
"11325","Jalayah",222
"13917","Kaylah",222
"19504","Nila",222
"22058","Sahara",222
"9549","Graciela",221
"10752","Isobel",221
"15175","Krista",221
"15439","Laci",221
"18095","Melania",221
"21268","Rhyan",221
"281","Abigale",220
"954","Aiza",220
"5705","Chyna",220
"9538","Gracen",220
"11879","Jaylani",220
"16428","Loren",220
"20875","Raniyah",220
"23346","Stacey",220
"24248","Tiara",220
"5333","Cayla",219
"1981","Analeah",218
"2714","Ariyana",218
"4364","Braylynn",218
"11556","Janiah",218
"8146","Elyssa",217
"8197","Emberlyn",217
"21633","Rori",217
"24822","Valencia",217
"1568","Alyna",216
"3357","Avia",216
"5442","Channing",216
"5865","Colleen",216
"11836","Jaycie",216
"12561","Johana",216
"12770","Joslynn",216
"14719","Kianna",216
"18139","Melodie",216
"19807","Oaklyn",216
"23413","Sterling",216
"1657","Amarah",215
"4777","Brynnlee",215
"11050","Jadyn",215
"13505","Kamya",215
"16578","Lula",215
"410","Adalynne",214
"7139","Devin",214
"12323","Jessalyn",214
"13655","Karmyn",214
"14328","Kennadi",214
"17114","Makenzi",214
"22934","Shoshana",214
"23513","Sumaya",214
"2623","Ariane",213
"4375","Brea",213
"7605","Echo",213
"9442","Gina",213
"9941","Harleen",213
"23866","Taniyah",213
"23875","Tanvi",213
"397","Adalind",212
"4690","Brookelynn",212
"8386","Emrie",212
"9776","Hafsa",212
"16672","Lynlee",212
"18750","Murphy",212
"21492","Rochel",212
"25391","Xitlali",212
"25585","Yasmeen",212
"2199","Angely",211
"10579","Inaya",211
"12492","Joan",211
"13323","Kaliah",211
"13595","Kari",211
"15624","Laniya",211
"16769","Mackenna",211
"17448","Marianne",211
"20259","Payten",211
"3374","Avigail",210
"10551","Iman",210
"12476","Jiya",210
"13458","Kamiah",210
"16045","Lettie",210
"16476","Love",210
"25001","Viktoria",210
"7413","Dora",209
"7746","Eiza",209
"16835","Maddox",209
"4636","Brittney",208
"12689","Jordin",208
"14958","Kloe",208
"15871","Leen",208
"25811","Yulissa",208
"2318","Annalynn",207
"2372","Annmarie",207
"5749","Citlali",207
"17276","Malky",207
"26155","Zayda",207
"14653","Khloee",206
"22029","Safa",206
"24807","Vaida",206
"25733","Yolanda",206
"7241","Dianna",205
"10572","Inaaya",205
"17504","Marisa",205
"23682","Taelynn",205
"1175","Aleeah",204
"17880","Maycee",204
"23987","Taylin",204
"24009","Taytum",204
"25375","Xena",204
"2235","Anisa",203
"2725","Arizona",203
"2794","Armoni",203
"4559","Brighton",203
"5528","Chava",203
"8214","Emelyn",203
"10778","Italia",203
"10974","Jackeline",203
"11485","Jamiya",203
"12777","Josselyn",203
"12993","Justine",203
"2480","Aoife",202
"7424","Doris",202
"12742","Josephina",202
"15481","Lailani",202
"18457","Millicent",202
"2976","Ashleigh",201
"9789","Haidyn",201
"18931","Naila",201
"24054","Teigan",201
"2468","Anylah",200
"18187","Merida",200
"18461","Milly",200
"21984","Sabina",200
"23603","Sydnee",200
"1503","Alonna",199
"2974","Ashlee",199
"4962","Caliyah",199
"7755","Ela",199
"10645","Irelynn",199
"13942","Kayli",199
"15515","Lakelyn",199
"16601","Lux",199
"24547","Trisha",199
"2645","Arie",198
"4751","Brylie",198
"6780","Deasia",198
"16917","Maelyn",198
"20844","Ramsey",198
"21656","Rosalinda",198
"3027","Asma",197
"3265","Avalee",197
"11195","Jaiden",197
"11701","Jaslynn",197
"14920","Kiyah",197
"15488","Laina",197
"15758","Laya",197
"17131","Makinley",197
"23878","Tanya",197
"26517","Zyla",197
"391","Adalia",196
"594","Adleigh",196
"1220","Aleksandra",196
"10780","Italy",196
"16826","Maddilyn",196
"18151","Memphis",196
"19577","Niyah",196
"1307","Aleyah",195
"1785","Amerie",195
"7159","Devorah",195
"17566","Marli",195
"23601","Sybil",195
"23766","Taleah",195
"8708","Ever",194
"9016","Finleigh",194
"9507","Glory",194
"9520","Goldie",194
"10660","Irina",194
"13862","Kavya",194
"20153","Paizlee",194
"20671","Raelee",194
"22737","Shaniya",194
"1552","Alyana",193
"3211","Aura",193
"4058","Billie",193
"7239","Diane",193
"8351","Emmi",193
"11601","Janyla",193
"13217","Kaira",193
"15503","Laiyah",193
"16208","Lillith",193
"20405","Pippa",193
"23809","Talya",193
"714","Aeris",192
"927","Aislyn",192
"2214","Aniah",192
"3875","Beckett",192
"16330","Liya",192
"21300","Ria",192
"21929","Rylin",192
"22274","Sandy",192
"2242","Anissa",191
"3930","Bennett",191
